genome	mols	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	cnt_match
BGC0001402	BGC0000416.2	0.27442023893183415	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000388	BGC0000374.6	0.24137931034482762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001133	BGC0001402.4	0.029705505761843762	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000332	BGC0000416.2	0.032573812580231044	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0000416.2	0.06272401433691753	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000416	BGC0000416.2	0.15295735900962865	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000443	BGC0000424.3	0.058076225045372035	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0000463.2	0.019787117903930118	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000386.1	0.18261758691206545	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001207	BGC0000424.3	0.04466837118363659	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0000425	0.0015039855617386118	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	22
BGC0000424	BGC0001402.2	0.070961145194274	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000425	BGC0000425	0.5732252364619063	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	22
BGC0000367	BGC0000425	0.002729257641921421	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	22
BGC0000367	BGC0000463.3	0.019787117903930118	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0001792.2	0.11172534186790804	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001448	BGC0001448	0.23380772582050524	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001565	BGC0001792.2	0.05893670886075949	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000464	BGC0000464.2	0.11289065268230457	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000397	BGC0000306	0.07714604236343368	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000389	BGC0001792.2	0.1947287615148414	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000397	BGC0000452	0.06421404682274247	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001448	BGC0000452	0.08713331397037466	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000439	BGC0000452	0.09559664506290502	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000424	BGC0001240.2	0.02515337423312882	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0000464.2	0.0402025316455696	-12.680608365019012	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000397	BGC0001207	0.09453734671125978	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000433	BGC0000389	0.02793133546697699	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000464	BGC0000452	0.02466161150875199	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0001402.5	0.22313203684749233	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000336	BGC0000452	0.002639733731206226	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001189	BGC0000386.3	0.1706478119625454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001565	BGC0000389	0.03564556962025315	-8.307984790874526	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001189	BGC0000424.2	0.26409325434741066	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001565	BGC0000306	0.012962025316455685	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000452	BGC0000452	0.9345690747782002	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000389	BGC0000389	0.7766120777891505	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000397	BGC0000397	0.9079152731326645	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000424	BGC0001402.1	0.070961145194274	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000389	BGC0001207	0.1059365404298874	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0000447.2	0.1105822784810126	-16.178707224334598	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0001406	BGC0001406	0.5940065681444993	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001448	BGC0000310	0.06839965146674408	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000452	BGC0000397	0.12167300380228134	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001220	BGC0000397	0.05331556147950681	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001127	BGC0000397	0.07835820895522386	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0001628.2	0.0171139240506329	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000433	BGC0001196	0.23508874018038983	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000424	BGC0000330	0.032719836400817985	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0001582	BGC0000307	0.01870642645130115	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001406	BGC0001196	0.009715380405035563	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0001133	0.19522839685772472	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001565	BGC0000463.1	0.1451139240506329	-12.680608365019012	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000433	BGC0000453	0.0445155659004946	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000452	BGC0000310	0.012674271229404321	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001189	BGC0000386.1	0.1706478119625454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000389	BGC0000463.1	0.20112589559877178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000433	BGC0000416.3	0.33313936572592373	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001196	0.030075949367088597	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0001569	0.057873210633946834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0000307	0.012219959266802418	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001565	BGC0001133	0.12253164556962023	-7.288973384030419	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001582	BGC0000367	0.03893145578794781	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0000389	BGC0001196	0.16427840327533266	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000389	BGC0001133	0.35261003070624364	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000464	BGC0000438	0.08525263978456521	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	25
BGC0001565	BGC0000416.3	0.1851139240506329	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0001561	0.057873210633946834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000452	BGC0000307	0.08523447401774396	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001565	BGC0000307	0.14339240506329112	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0000416.3	0.021238485158648908	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000389	BGC0000307	0.028659160696008185	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0000399.1	0.029677043933663015	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001582	BGC0001825	0.008697452888796833	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000464	BGC0000464.1	0.08362270569059599	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000424	BGC0000386.4	0.18261758691206545	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001565	BGC0000367	0.13144303797468349	-13.55513307984791	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0001189	BGC0001214.2	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0001402.2	0.029682702149437034	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0001346.3	0.08437590922315973	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001565	BGC0000399.1	0.11989873417721515	-9.182509505703424	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001189	BGC0001214.4	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001448	BGC0001214.4	0.07754864943363342	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0000464.1	0.0402025316455696	-12.680608365019012	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000389	BGC0000399.1	0.6120777891504606	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000424	BGC0001189	0.27300613496932513	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000433	BGC0001214.2	0.016875181844631923	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001406	BGC0001825	0.02490421455938696	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001290.2	0.005569620253164537	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001448	BGC0000379	0.2975602672088294	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000433	BGC0001214.4	0.13703811463485596	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0001346.3	0.10784810126582277	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000389	BGC0001290.2	0.1269191402251791	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001189	BGC0000413	0.15268488438754066	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	4
BGC0000336	BGC0000379	0.03753012739584528	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0001346.3	0.20419651995905833	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001220	BGC0001825	0.013662112629123608	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000452	BGC0001214.2	0.07145120405576678	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001127	BGC0001825	0.0004389815627743298	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000389	BGC0001214.2	0.14790174002047085	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000452	BGC0001214.4	0.1368821292775665	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001214.4	0.008506329113924039	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0001214.4	0.19319344933469806	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001189	BGC0001214.5	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001220	BGC0001371	0.11196267910696432	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001127	BGC0001371	0.006365232660228208	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001448	BGC0001214.5	0.01757188498402555	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001220	BGC0000413	0.049983338887037675	-8.307984790874526	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000433	BGC0001214.5	0.13703811463485596	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000424	BGC0001562	0.057873210633946834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0000399.2	0.029677043933663015	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000433	BGC0001346.1	0.08437590922315973	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000433	BGC0000433	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001220	BGC0001220	0.11196267910696432	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000452	BGC0001214.5	0.1368821292775665	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001214.5	0.008506329113924039	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001127	BGC0001220	0.006365232660228208	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0001214.5	0.19319344933469806	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000433	BGC0001346.2	0.08437590922315973	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001565	BGC0000399.2	0.11989873417721515	-9.182509505703424	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000389	BGC0000399.2	0.6120777891504606	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0001189	BGC0001214.6	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0001346.1	0.10784810126582277	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000389	BGC0001346.1	0.20419651995905833	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001565	BGC0000433	0.1490632911392405	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0000433	0.06960081883316273	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000433	BGC0001214.6	0.016875181844631923	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0001402.1	0.029682702149437034	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001582	BGC0001233	0.16304272796300134	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000424.1	0.5918200408997956	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000336	BGC0001370.1	0.11500057385515892	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001565	BGC0001346.2	0.10784810126582277	-7.433460076045628	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0000389	BGC0001346.2	0.20419651995905833	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8
BGC0001189	BGC0000330	0.030575195872348547	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0001220	BGC0001127	0.03765411529490169	-8.307984790874526	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000424	BGC0001250	0.03905930470347648	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001127	BGC0001127	0.5401668129938542	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000452	BGC0001214.6	0.07145120405576678	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001582	BGC0001657	0.00027610961551735916	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	15
BGC0000389	BGC0001214.6	0.14790174002047085	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000433	BGC0001312	0.02793133546697699	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001189	BGC0001569	0.054079877699216516	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001127	BGC0001370.1	0.02721685689201052	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001448	BGC0001569	0.066511762997386	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0001569	0.1352924061681699	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000439	BGC0000439	0.26010293556995806	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	17
BGC0001189	BGC0001561	0.054079877699216516	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001448	BGC0000439	0.06491431890792909	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	14
BGC0000336	BGC0000439	0.43647423390336293	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	17
BGC0000389	BGC0001312	0.8822927328556806	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001565	BGC0001312	0.10845569620253163	-8.307984790874526	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001189	BGC0000374.5	0.00898146378750238	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000389	BGC0001290.1	0.1269191402251791	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000433	BGC0001561	0.1352924061681699	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001448	BGC0001561	0.066511762997386	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001290.1	0.005569620253164537	-4.809885931558935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001189	BGC0001214.3	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000452	BGC0001569	0.03675538656527246	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001189	BGC0000386.4	0.1706478119625454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0001220	BGC0001569	0.1299566811062979	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000389	BGC0001569	0.11898669396110542	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0001214.3	0.13703811463485596	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001448	BGC0001214.3	0.07754864943363342	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001582	BGC0001565	0.10768275005177055	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000452	BGC0001561	0.03675538656527246	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0000447.1	0.06875949367088605	-16.178707224334598	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	18
BGC0001189	BGC0001189	0.6095929677049494	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	2
BGC0000397	BGC0001131	0.011148272017837213	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001220	BGC0001561	0.1299566811062979	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000389	BGC0001561	0.11898669396110542	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0001565	0.34012219959266804	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001582	BGC0001582	0.19652101884448128	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	12
BGC0001220	BGC0000374.5	0.0906364545151616	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000452	BGC0001214.3	0.1368821292775665	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0001214.3	0.19319344933469806	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0001214.3	0.008506329113924039	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000397	BGC0000407	0.03522853957636565	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000433	BGC0000312	0.2938609252254873	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0001402.4	0.070961145194274	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5
BGC0000389	BGC0001565	0.19344933469805525	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0001189	BGC0001214.1	0.08905025797821518	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0001565	BGC0001565	0.8397974683544305	-10.057034220532321	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000452	BGC0001131	0.12072243346007604	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000424	BGC0000424.3	0.5918200408997956	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0000323	0.23741635146930454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000389	BGC0001582	0.10747185261003071	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	12
BGC0001189	BGC0001562	0.054079877699216516	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000433	BGC0001214.1	0.016875181844631923	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0000312	0.04708290685772772	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001448	BGC0001214.1	0.01757188498402555	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001582	0.28465822784810124	-10.931558935361219	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0000312	0.13012658227848095	-3.9353612167300382	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0001393	0.23683444864707592	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000452	BGC0000407	0.0497465145754119	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000389	BGC0000323	0.09058341862845445	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000433	BGC0001562	0.1352924061681699	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001220	BGC0000407	0.07530823058980339	-9.182509505703424	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	10
BGC0000452	BGC0000323	0.03216096324461343	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0001448	BGC0001562	0.066511762997386	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0001214.1	0.14790174002047085	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000433	BGC0001341	0.0445155659004946	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000452	BGC0001214.1	0.07145120405576678	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001189	BGC0000336	0.04872921842155551	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001565	BGC0000323	0.22683544303797462	-8.307984790874526	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	9
BGC0000389	BGC0001393	0.14790174002047085	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7
BGC0000389	BGC0001562	0.11898669396110542	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0000452	BGC0001562	0.03675538656527246	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000439	BGC0000461	0.037743042317956534	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	16
BGC0001189	BGC0000424.1	0.26409325434741066	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001565	BGC0001393	0.06541772151898734	-6.55893536121673	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000439	BGC0000336	0.284502478078536	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001220	BGC0001562	0.1299566811062979	-5.684410646387834	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	6
BGC0001448	BGC0000336	0.08655242521057213	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0000336	BGC0000336	0.5526225180764376	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	13
BGC0001189	BGC0001250	0.03649914007261609	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000397	BGC0001250	0.04258639910813825	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001127	BGC0001614	0.5175592625109745	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	17
BGC0001582	BGC0001250	0.01318423414095396	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0000452	BGC0000461	0.044993662864385324	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	16
BGC0000389	BGC0000305	0.5803480040941658	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
BGC0000433	BGC0001250	0.05557171952283969	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	1
BGC0001582	BGC0001414	0.04093325050044863	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	11
