Id	Name	SMILES	InChiKey	Source	Origin	TaxId
NPA018703	Trivanchrobactin	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)OC[C@@H](C(=O)OC[C@@H](C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)C3=C(C(=CC=C3)O)O	XCOHICMVRLNUCU-OKXKEXSSSA-N	NPAtlas	Vibrio sp. DS40M4	662
NPA018707	Actinomycin X0δ	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7C[C@@H](CN7C(=O)[C@H](NC6=O)C(C)C)O)C)C)C(C)C)C)N)C	NHBSPDCGDJCFKE-XHQLAZNSSA-N	NPAtlas	Actinomyces sp.	29317
NPA018727	Chrysosporide	C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)C(C)C)CC(C)C)CC(C)C)CC(C)C	IJSHLVSQYSNTII-IFLJBQAJSA-N	NPAtlas	Sepedonium chrysospermum	5131
NPA018744	Thalassospiramide C1	CCCCCCCCCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]2COC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)C=C2)C(C)C)C)CC3=CC=C(C=C3)O	PSHAGCOWUBTMAT-JZLPEXKTSA-N	NPAtlas	Thalassospira sp. CNJ-328	1283305
NPA018745	Malformin A2	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)NC2=O)C(C)C	KRQRRZFXHYYNSO-MTSZKFMLSA-N	NPAtlas	Aspergillus niger	5061
NPA018753	(E)-Dhb-microcystin-HilR	CC[C@H](C)C[C@H]1C(=O)N[C@H](CC(=O)N[C@H](C(=O)NC([C@@H](C(=O)N[C@H](CCC(=O)N/C(=C/C)/C(=O)N[C@@H](C(=O)N1)C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C(=O)O	CJBURLKHSGYKKJ-LTCXHXEJSA-N	NPAtlas	Planktothrix rubescens	59512
NPA018758	Halovir B	CCCCCCCCCCCCCC(=O)NC(C)(C)C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)CO)O	FFCLYSVFZQXUHI-XUVLUQBSSA-N	NPAtlas	Scytalidium sp.	1715249
NPA018764	Clavatustide C	CCC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)CC(C)C)C(C)CC	HRBCXMVTLBLCFB-GYTJMRQVSA-N	NPAtlas	Aspergillus clavatus C2WU	5052
NPA018768	Micropeptin SD999	CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCN=C(N)N)O)[C@@H](C)CC)C)CC(=O)C3=CC=CC=C3N)C(C)C)C	FJCOMPPQROKFQZ-YRPYEUAVSA-N	NPAtlas	Microcystis aeruginosa	1126
NPA018770	Aspergillipeptide B	C[C@H]1CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](OC1=O)C)NC(=O)/C=C\C2=CC=C(C=C2)O)CC(C)C)C	GXKRFCOMAWYRAO-JNUWJWPNSA-N	NPAtlas	Aspergillus sp. SCSGAF 0076	1500550
NPA018772	Aeruginopeptin 228-B	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)NC2CCC(N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)O)O)CC4CCC(C=C4)O)NC(=O)[C@H](CCC(=O)N)NC(=O)C(CC5=CC=C(C=C5)O)O)C	NPFMRWVLZMWWHA-VXCCFPJLSA-N	NPAtlas	Microcystis aeruginosa TAC 95	1125
NPA018786	Pitipeptolide A	CC[C@H](C)[C@H]1C(=O)NCC(=O)O[C@H](C(C(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N1)[C@@H](C)CC)CC3=CC=CC=C3)C)C(C)C)(C)C)CCCC#C	MGUMDFGKOQUYTD-XXMTWPQQSA-N	NPAtlas	Lyngbya majuscula	158786
NPA018789	N‐(1‐deoxyfructos‐1‐yl)‐valyl‐glutamate	CC(C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC1(C(C(C(CO1)O)O)O)O	KVVRUEXYQYXWIH-PNYJFUDASA-N	NPAtlas	Streptomyces albus	1888
NPA018790	Pretubulysin	CC[C@H](C)[C@@H](C(=O)N(C)[C@H](CCC1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)C(C)C)NC(=O)[C@H]3CCCCN3C	IUQKJKPHUBJDJV-UMNBWOBWSA-N	NPAtlas	Angiococcus disciformis	38
NPA018799	Pseudoxylallemycin B	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)CC2=CC=C(C=C2)OCC=C=C)CC(C)C)C)CC3=CC=C(C=C3)OCC=C=C	QWMKZQLCKVCIIN-ZYADHFCISA-N	NPAtlas	Pseudoxylaria sp. X802	0
NPA018803	Pleofungin D	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@H](C(=O)O[C@H](C(=O)N1)CC(C)C)C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC)C)CC(C)C)C)C)C(C)C)C)CO)CC(C)C)C	GXFBCGGMHKXYFU-JSMYWGPYSA-N	NPAtlas	Phoma sp. SANK 13899	37463
NPA018804	Trichorovin-Ia	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CO)C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(=O)N)NC(=O)C(C)(C)NC(=O)C	KNWLCGPPEUQMGB-UHFFFAOYSA-N	NPAtlas	Trichoderma viride	5547
NPA018812	Ulongamide E	CCC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C2=NC(=CS2)C(=O)N1)C)C(C)C)C)CC3=CC=C(C=C3)O)C)[C@@H](C)CC)C	WTSNBJFZSIXNHV-QPJFRRSWSA-N	NPAtlas	Lyngbya sp.	28073
NPA018816	Veraguamide C	CC[C@H](C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)C(C)C)C)CCCC#C)C(C)C)C	DOTFUBBQWCBCSH-AVCHBABLSA-N	NPAtlas	Symploca cf. hydnoides	105591
NPA018820	Agrobactin	C[C@@H]1[C@H](N=C(O1)C2=C(C(=CC=C2)O)O)C(=O)N(CCCCNC(=O)C3=C(C(=CC=C3)O)O)CCCNC(=O)C4=C(C(=CC=C4)O)O	BWPMKVHHFNGYEN-CJAUYULYSA-N	NPAtlas	Agrobacterium tumefaciens	358
NPA018821	Phepropeptin D	CCC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC3=CC=CC=C3)CC4=CC=CC=C4)CC(C)C	RDFYNJULNCUNKD-SJZSTPBESA-N	NPAtlas	Streptomyces sp.	1931
NPA018855	Loihichelin E	CCCCCC/C=C\CCCCCC(=O)N[C@H]([C@H](C(=O)O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCN(C(=O)C)O)C(=O)N/C(=C\C)/C(=O)N[C@H](CO)C(=O)N[C@@H]1CCCN(C1=O)O	GKZPHTZLQSSUOT-PMOXAKPDSA-N	NPAtlas	Halomonas sp. LOB-5	375157
NPA018862	Mutanobactin A	CCCCCCCCCC(=O)C1C2CNC(=O)C(CS2)NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)[C@@H](NC1=O)CC(C)C)C)C(C)C	WDKYFUSPNIQGDO-IBCSGKGJSA-N	NPAtlas	Streptococcus mutans UA159	210007
NPA018864	Similanamide	C[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC2=CC=CC=C2C(=O)N3CCCC[C@@H]3C(=O)N([C@H](C(=O)N1)CC(C)C)C)C(C)C)CC(C)C	MFLJIVQNUIVQOL-BAVZPMSTSA-N	NPAtlas	Aspergillus similanensis KUFA 0013	5052
NPA018886	N-desmethyl 12-hydroxy pretubulysinD	CC[C@H](C)[C@@H](C(=O)N[C@H]([C@@H](CC1=NC(=CS1)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@H](C)C(=O)O)O)C(C)C)NC(=O)[C@H]3CCCCN3C	XXUVTCOCVSDKNZ-AHOUOKPHSA-N	NPAtlas	Cystobacter sp. SBCb004	764904
NPA018904	POH 3	C[C@H](C(C(=O)NC(CC(=O)N)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C)C(=O)N3CCCC3C(=O)NC([C@@H](C)O)C(=O)NC(CS)C(=O)NC([C@@H](C)O)C(=O)NC([C@H](C)O)C(=O)N)N)O	DDANCFZIEHSLSJ-XYMUKPEBSA-N	NPAtlas	Pleurotus ostreatus	5322
NPA018907	Efrapeptin J	CC(C)CC(CN1CCC[N+]2=C1CCC2)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C3CCCCN3C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)CCNC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C4CCCCN4C(=O)C(C)(C)NC(=O)C5CCCCN5C(=O)C	FPZWWNKQAQRXAV-UHFFFAOYSA-O	NPAtlas	Tolypocladium sp.	1856741
NPA018911	CB-181222	CCC(C)CCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)CN(C)C1=O)C(C)CC(O)=O)C(C)CC	XMGYBHKJCHPHHZ-AUINUNASSA-N	NPAtlas	Streptomyces fradiae	1906
NPA018920	Tripropeptin E	C[C@H]([C@@H]1C(=O)N2CCC[C@@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC(C(=O)N4CC[C@@H]([C@H]4C(=O)N[C@H](C(=O)OC(CC(=O)N1)CCCCCCCCCCCC(C)C)C(C(=O)O)O)O)CO)[C@H](C(=O)O)O)CCCN=C(N)N)O	WMDXQOHHZMAZFS-XIEMWWMPSA-N	NPAtlas	Lysobacter sp. BMK333-48F3	68
NPA018921	Largazole	CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N[C@H](C(=O)O1)C(C)C)C	AXESYCSCGBQJBL-SZPBEECKSA-N	NPAtlas	Symploca sp.	105591
NPA018931	Pyloricidin C	CC(C)C[C@@H](C(=O)N[C@H](CO)[C@@H]([C@@H]([C@H](C(=O)N[C@H](CC(=O)O)C1=CC=CC=C1)O)O)O)N	PSSAPTMCCOBBEJ-ZXPQYSFNSA-N	NPAtlas	Bacillus sp.	1409
NPA018934	Tolaasin D	CCCCCC(O)CC(=O)N\C(=C/C)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N\C(=C/C)C(=O)NC1C(C)OC(=O)C(CCCCN)NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CC(C)C)NC1=O	GNSYIOGOBDUEMK-VHKRSXHOSA-N	NPAtlas	Pseudomonas tolaasii	29442
NPA018940	Nobilamide A	C/C=C(/C(=O)O)\NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C	ZDZXQQBZZWAJHB-XBOHSVBCSA-N	NPAtlas	Streptomyces sp. CN48	1049553
NPA018947	Arthrichitin	CCCCCCCCC(C)C1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CO)C(=O)C2=CNC3=CC=CC=C32)CCC(=O)O)C	VNRAPWIEXZLTKI-UHFFFAOYSA-N	NPAtlas	Arthrinium phaeospermum (HIL Y-903022)	112177
NPA018950	Scytonemide A	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C=N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N1)CCC(=O)N)CC2=CC=C(C=C2)O)CC(C)C)C(C)C)CO	HJKXQQVDTIEFDD-ADDJGAGCSA-N	NPAtlas	Scytonema hofmannii UTEX 1834	1203
NPA018959	Serratamolide A	CCCCCCCC1CC(=O)N[C@H](C(=O)OC(CC(=O)N[C@H](C(=O)O1)CO)CCCCCCC)CO	NMEMNUVHBNAERZ-UJKMTWAASA-N	NPAtlas	Serratia sp.	616
NPA018971	Vulnibactin 3	CC1C(N=C(O1)C2=CC=CC=C2O)C(=O)NCCCNCCCNC(=O)C3=C(C(=CC=C3)O)O	OPCNBYUJAGAASS-UHFFFAOYSA-N	NPAtlas	Vibrio vulnificus	672
NPA018994	[b-MePro] destruxin E chlorohydrin	CCC(C)[C@H]1C(=O)N([C@H](C(=O)N([C@H](C(=O)NCCC(=O)OC(C(=O)N2CC[C@@H]([C@H]2C(=O)N1)C)C[C@@H](CCl)O)C)C)C(C)C)C	QWYNOTGFLNERCP-IRDIRMKXSA-N	NPAtlas	Beauveria felina	37994
NPA018996	Aquachelin I	CCCCCCCCCC(CC(=O)NC(C(C(=O)O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN(C(=O)C)O)C(=O)O)O	GMPWCLNTXHKZJN-UHFFFAOYSA-N	NPAtlas	Halomonas meridiana str. HC4321C1	2745
NPA019015	Nobilamide G	C/C=C\1/C(=O)O[C@@H]([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C)C(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N[C@@H](C)C(=O)C)C	CJEUDINIEOSTIF-RIZGTKGVSA-N	NPAtlas	Streptomyces sp. CN48	1049553
NPA019016	Bouillonamide A	CCC1CC(CC(=O)N(C=CCCC(C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)O)C)CC3=CC=CC=C3)C)C(C)C)C)C)C	LJNGIVUAMWQJIA-WDZYBAFLSA-N	NPAtlas	Moorea bouillonii	207920
NPA019017	Trichormamide C	CCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)[C@@H](C)O)CC(C)C)[C@@H](C)O)CC(=O)N)[C@@H](C)CC)C)CCC(=O)N)[C@H](C(C)C)O)C)[C@H](C(C)C)O)C(C)C	QIMJZYCZFCUBDB-WIOVDTPFSA-N	NPAtlas	Oscillatoria sp. UIC 10045	1386951
NPA019021	Argyrin C	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=C(NC4=C3C(=CC=C4)OC)C)CC5=CNC6=CC=CC=C65)C)C	YCCLYOWBNOMWGI-UFDDTGEXSA-N	NPAtlas	Archangium gephyra	48
NPA019024	Bacitracin D2	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CCCN)CCCCNC(=O)[C@H](C(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H](C(C)C)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	GBUWLRGHLVTJRE-NXISNYNLSA-N	NPAtlas	Bacillus sp. SNA-60-367	1386
NPA019027	Dragonamide E	CC(C)[C@@H](C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)/C(=C/CCCC#C)/C	CWZFOUVOKBTZQE-BWDCGURESA-N	NPAtlas	Lyngbya majuscula	158786
NPA019029	Teicoplanin A2-4	CCC(C)CCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	KSPOYQQCANXEDC-WNTLLCOUSA-N	NPAtlas	Actinoplanes teichomyceticus	1867
NPA019056	Trichocellin-A-VI	CCC(C)(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C	GTYCTZPHNVWRBI-UHFFFAOYSA-N	NPAtlas	Trichoderma viride	5547
NPA019081	Kurstakin 3	CC(C)CCCCCCCCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(C)C(=O)NC1COC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC2=NC=CN2)CCC(=O)N)CCC(=O)N	MQQKKYOHHVYHGJ-UHFFFAOYSA-N	NPAtlas	Bacillus thuringiensis kurstaki HD-1	1386
NPA019091	TAN-1057C	CN1[C@@H](C(=O)NC(CC1=O)CCCN=C(N)N)CN=C(N)NC(=O)N	WXDPPHZLBSPZOA-BRFYHDHCSA-N	NPAtlas	Unknown-fungus sp.	0
NPA019100	Chrondramide 13C	C[C@H]1C/C(=C\[C@@H]([C@H](OC(=O)CC(NC(=O)[C@H](N(C(=O)[C@@H](NC1=O)C)C)CC2=CNC3=CC=CC=C32)C4=CC(=C(C=C4)O)Br)C)C)/C	UPRQPHQCCRDMTD-JRXUSEEXSA-N	NPAtlas	Chondromyces sp. MSr9030	50
NPA019104	(D-Asp1)Nodularin	C/C=C\1/C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C(=O)O	XCXOONWZLHJQJA-RKKFSPRGSA-N	NPAtlas	Nodularia spumigena	70799
NPA019114	Taxlllaid G	C[C@H]([C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)C)NC(=O)CCCC(C)C)O	VJACUTBSBFHIFG-TXLLCPJSSA-N	NPAtlas	Xenorhabdus indica	333964
NPA019120	WAP-8294Ax9	CC(C)CCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)O1)C(C)C)C)CCCN)CC2=CNC3=CC=CC=C32)CC(=O)N)CCC(=O)O)CCCN)CC(C)C)CC4=CC=CC=C4)CO)C(C(=O)N)O)CO	XLRIHWZYAMJBJR-UHFFFAOYSA-N	NPAtlas	Lysobacter sp.	72226
NPA019155	Hypomurocin A-2	CCC(C)(C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N2CCCC2C(=O)NC(CC(C)C)CO)NC(=O)C	UYRWXELHDAUNNB-UHFFFAOYSA-N	NPAtlas	Hypocrea muroiana	78397
NPA019162	Syringolin B	CC(C)C1/C=C\C(=O)NCCCCC(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O	AIMDTYKFJMYVNG-KHPPLWFESA-N	NPAtlas	Pseudomonas syringae	317
NPA019166	Ngercheumicin H	CCCCCC/C=C\CCCCCC(CC(=O)NC(CC(C)C)C(=O)N[C@H]1[C@@H](OC(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CO)[C@H](C)O)CC(C)C)CC(C)C)C)O	MZSMZYBORPEUEF-UYAXQRLOSA-N	NPAtlas	Photobacterium sp.	660
NPA019177	Micropeptin MZ771	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)CC)OC)CCCN=C(N)N)N)C	JVWJZPMAMBSFIP-XNOZVUHISA-N	NPAtlas	Microcystis sp.	1127
NPA019178	Hypomurocin B-4	CCC(C)(NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(C)C	HEXGXJVYHRDTAN-UHFFFAOYSA-N	NPAtlas	Hypocrea muroiana	78397
NPA019182	Aspereline A	CC[C@H](C)[C@@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](C)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1CO)NC(=O)C(C)(C)NC(=O)[C@H](C(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C	TYDXSTUVLGPNBK-VGHYBOITSA-N	NPAtlas	Trichoderma asperellum	101201
NPA019185	Kitastatin 1	CCC(C)[C@H]1C(=O)N[C@H](C(=O)C(C(=O)O[C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@H](C(=O)O1)C)NC(=O)C2=C(C(=CC=C2)N)O)C)CC(C)C)(C)C)CC(C)C	NHGPGFIEZTYBBN-GTBKNNTQSA-N	NPAtlas	Kitasatospora sp.	1871188
NPA019196	LI-F05b	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CCC(=O)N)[C@@H](C)O	GKWWTPHJRROIAZ-LCACSMQISA-N	NPAtlas	Bacillus polymyxa	1406
NPA019206	Loloatin C	CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CNC4=CC=CC=C43)CC(=O)O)CC(=O)N)CC5=CC=CC=C5)CC6=CNC7=CC=CC=C76)CC8=CC=C(C=C8)O	CYMXDVUOZGHVJG-OMPQOHMDSA-N	NPAtlas	Unknown-bacterium sp.	0
NPA019207	Tripropeptin aiC	CCC(C)CCCCCCCC[C@@H]1CC(=O)N[C@@H](C(=O)N2CCC[C@@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N4CC[C@@H]([C@H]4C(=O)N[C@H](C(=O)O1)[C@@H](C(=O)O)O)O)CO)[C@H](C(=O)O)O)CCCN=C(N)N)[C@@H](C)O	WSVZUQYMNNHNBK-AGAWFILRSA-N	NPAtlas	Lysobacter sp. BMK333-48F3	68
NPA019218	Sansalvamide A	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC(C)C)CC(C)C)CC(C)C	RENOKKJLSNZWDC-XLIKFSOKSA-N	NPAtlas	Fusarium sp.	29916
NPA019222	Verlamelin B	CCCCCCCCC[C@H]1CCCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)C)CO	WLEVFTWABMMUQJ-JFIQTRDHSA-N	NPAtlas	Lecanicillium sp. HF627	1411983
NPA019223	Trichorovin-IVb	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CO)C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C	RVUDVZBWGGCLMG-UHFFFAOYSA-N	NPAtlas	Trichoderma viride	5547
